辽宁营口鲅鱼圈 , 北京,白糖,2018/10/12,http://www.56135.com/huoyuan/I9444292.html
上海闵行 , 北京顺义,快递,2018/11/12,http://www.56135.com/huoyuan/I9905188.html
上海 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9905187.html
上海 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9905186.html
山西太原 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9905348.html
浙江宁波余姚 , 北京,顺丰快递,2018/11/12,http://www.56135.com/huoyuan/I9905306.html
山东青岛莱西 , 北京,顺丰快递,2018/11/12,http://www.56135.com/huoyuan/I9905300.html
山东德州齐河 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9905276.html
山东青岛平度 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9905258.html
山东潍坊安丘 , 北京,萝卜,2018/11/12,http://www.56135.com/huoyuan/I9905257.html
北京通州 , 北京海淀,普货,2018/11/12,http://www.56135.com/huoyuan/I9905777.html
河北保定博野 , 北京通州,树苗,2018/11/12,http://www.56135.com/huoyuan/I9905685.html
广东广州 , 北京,设备,2018/11/12,http://www.56135.com/huoyuan/I9905771.html
北京 , 北京大兴,零担,2018/11/12,http://www.56135.com/huoyuan/I9905457.html
山东烟台海阳 , 北京大兴,普货,2018/11/12,http://www.56135.com/huoyuan/I9905412.html
上海 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9905731.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9905729.html
江苏常州 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9905043.html
浙江温州 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9905007.html
河北保定定州 , 北京房山,无,2018/11/12,http://www.56135.com/huoyuan/I9905241.html
北京通州 , 北京密云,普货,2018/11/12,http://www.56135.com/huoyuan/I9905297.html
北京顺义 , 北京通州,无,2018/11/12,http://www.56135.com/huoyuan/I9905290.html
北京 , 北京昌平,普货,2018/11/12,http://www.56135.com/huoyuan/I9905510.html
浙江嘉兴 , 北京房山,饲料,2018/11/12,http://www.56135.com/huoyuan/I9905656.html
北京 , 北京怀柔,无,2018/11/12,http://www.56135.com/huoyuan/I9905645.html
北京 , 北京昌平,普货,2018/11/12,http://www.56135.com/huoyuan/I9905644.html
北京通州 , 北京房山,无,2018/11/12,http://www.56135.com/huoyuan/I9905643.html
北京 , 北京海淀,普货,2018/11/12,http://www.56135.com/huoyuan/I9905460.html
北京昌平 , 北京延庆,普货,2018/11/12,http://www.56135.com/huoyuan/I9905087.html
北京大兴 , 北京怀柔,普货,2018/11/12,http://www.56135.com/huoyuan/I9905086.html
北京 , 北京通州,无,2018/11/12,http://www.56135.com/huoyuan/I9905123.html
湖北武汉 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9905285.html
山东青岛 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9904589.html
广东惠州 , 北京通州,建材,2018/11/12,http://www.56135.com/huoyuan/I9904500.html
北京通州 , 北京丰台,零担,2018/11/12,http://www.56135.com/huoyuan/I9904475.html
北京通州 , 北京石景山,零担,2018/11/12,http://www.56135.com/huoyuan/I9904474.html
北京 , 北京顺义,泡货,2018/11/12,http://www.56135.com/huoyuan/I9904462.html
北京 , 北京大兴,普货,2018/11/12,http://www.56135.com/huoyuan/I9904461.html
北京 , 北京丰台,普货,2018/11/12,http://www.56135.com/huoyuan/I9904460.html
浙江金华 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9904401.html
北京通州 , 北京门头沟,普货,2018/11/12,http://www.56135.com/huoyuan/I9904350.html
上海 , 北京石景山,设备,2018/11/12,http://www.56135.com/huoyuan/I9904353.html
上海青浦 , 北京通州,泡货,2018/11/12,http://www.56135.com/huoyuan/I9904228.html
北京通州 , 北京通州,普货,2018/11/12,http://www.56135.com/huoyuan/I9904847.html
广东东莞 , 北京,煤炭,2018/11/12,http://www.56135.com/huoyuan/I9904270.html
上海 , 北京,水果,2018/11/12,http://www.56135.com/huoyuan/I9904227.html
上海浦东 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9904226.html
北京房山 , 北京密云,无,2018/11/12,http://www.56135.com/huoyuan/I9904286.html
北京大兴 , 北京房山,零担,2018/11/12,http://www.56135.com/huoyuan/I9904285.html
上海 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9904225.html
上海浦东 , 北京怀柔,普货,2018/11/12,http://www.56135.com/huoyuan/I9904224.html
上海 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9904223.html
河南郑州 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904824.html
河南洛阳 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904823.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904222.html
上海浦东 , 北京,百货,2018/11/12,http://www.56135.com/huoyuan/I9904221.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904220.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904219.html
上海 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9904218.html
上海青浦 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9904217.html
上海嘉定 , 北京朝阳,无,2018/11/12,http://www.56135.com/huoyuan/I9904216.html
浙江嘉兴 , 北京,设备,2018/11/12,http://www.56135.com/huoyuan/I9904732.html
北京通州 , 北京大兴,普货,2018/11/12,http://www.56135.com/huoyuan/I9904789.html
广东广州 , 北京,食品,2018/11/12,http://www.56135.com/huoyuan/I9904766.html
广西桂林荔浦 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9904692.html
浙江宁波 , 北京,药品,2018/11/12,http://www.56135.com/huoyuan/I9904659.html
北京 , 北京通州,普货,2018/11/12,http://www.56135.com/huoyuan/I9904974.html
北京 , 北京西城,普货,2018/11/12,http://www.56135.com/huoyuan/I9904905.html
北京 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9904884.html
江苏镇江 , 北京,设备,2018/11/12,http://www.56135.com/huoyuan/I9904890.html
山东青岛 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9904307.html
上海金山 , 北京顺义,蔬菜,2018/11/12,http://www.56135.com/huoyuan/I9904252.html
上海 , 北京,家具,2018/11/12,http://www.56135.com/huoyuan/I9904251.html
上海青浦 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9904250.html
上海奉贤 , 北京大兴,普货,2018/11/12,http://www.56135.com/huoyuan/I9904249.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904248.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904247.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904246.html
上海 , 北京,食品,2018/11/12,http://www.56135.com/huoyuan/I9904245.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904244.html
上海青浦 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904243.html
上海青浦 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904242.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904241.html
上海 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9904240.html
江苏南京 , 北京延庆,设备,2018/11/12,http://www.56135.com/huoyuan/I9904278.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904239.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904238.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904237.html
上海 , 北京,百世快递,2018/11/12,http://www.56135.com/huoyuan/I9904236.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904235.html
上海 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9904234.html
上海 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9904233.html
上海浦东 , 北京房山,普货,2018/11/12,http://www.56135.com/huoyuan/I9904232.html
上海浦东 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904231.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904230.html
上海 , 北京大兴,普货,2018/11/12,http://www.56135.com/huoyuan/I9904229.html
北京大兴 , 北京大兴,普货,2018/11/12,http://www.56135.com/huoyuan/I9904777.html
河南信阳 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9904763.html
河南安阳内黄 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9904759.html
北京通州 , 北京房山,普货,2018/11/12,http://www.56135.com/huoyuan/I9904797.html
河南焦作温县 , 北京通州,无,2018/11/12,http://www.56135.com/huoyuan/I9904733.html
北京 , 北京昌平,无,2018/11/12,http://www.56135.com/huoyuan/I9904663.html
上海 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9904215.html
上海 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9904214.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904213.html
上海 , 北京,百货,2018/11/12,http://www.56135.com/huoyuan/I9904212.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904211.html
上海宝山 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904210.html
上海 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9904209.html
上海 , 北京,顺丰快递,2018/11/12,http://www.56135.com/huoyuan/I9904208.html
上海嘉定 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9904207.html
上海 , 北京,食品,2018/11/12,http://www.56135.com/huoyuan/I9904206.html
上海 , 北京,顺丰快递,2018/11/12,http://www.56135.com/huoyuan/I9904205.html
上海松江 , 北京,音响设备,2018/11/12,http://www.56135.com/huoyuan/I9904204.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9904203.html
上海普陀 , 北京,家具,2018/11/12,http://www.56135.com/huoyuan/I9904202.html
上海嘉定 , 北京,冻虾,2018/11/12,http://www.56135.com/huoyuan/I9904201.html
上海 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9904425.html
浙江温州 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9904403.html
广东佛山顺德 , 北京,设备,2018/11/12,http://www.56135.com/huoyuan/I9903701.html
北京大兴 , 北京怀柔,普货,2018/11/12,http://www.56135.com/huoyuan/I9903700.html
上海 , 北京,设备,2018/11/12,http://www.56135.com/huoyuan/I9903637.html
北京通州 , 北京通州,无,2018/11/12,http://www.56135.com/huoyuan/I9904182.html
北京 , 北京海淀,普货,2018/11/12,http://www.56135.com/huoyuan/I9904181.html
北京大兴 , 北京大兴,普货,2018/11/12,http://www.56135.com/huoyuan/I9904180.html
北京 , 北京昌平,无,2018/11/12,http://www.56135.com/huoyuan/I9904125.html
山东潍坊 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9920885.html
甘肃嘉峪关前进 , 北京房山,无,2018/11/9,http://www.56135.com/huoyuan/I9921612.html
江苏连云港东海 , 北京顺义,螺纹,2018/11/9,http://www.56135.com/huoyuan/I9921606.html
河北唐山丰润 , 北京大兴,普货,2018/11/9,http://www.56135.com/huoyuan/I9921604.html
湖南常德石门 , 北京平谷,普货,2018/11/9,http://www.56135.com/huoyuan/I9921601.html
湖南常德石门 , 北京延庆,普货,2018/11/9,http://www.56135.com/huoyuan/I9921598.html
江苏常州 , 北京,煤炭,2018/11/12,http://www.56135.com/huoyuan/I9921467.html
山东潍坊 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9921455.html
广西崇左凭祥 , 北京,火龙果,2018/11/12,http://www.56135.com/huoyuan/I9921284.html
广东佛山 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9920566.html
广东深圳 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9920554.html
上海 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9920977.html
浙江宁波 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9920884.html
内蒙古乌兰察布 , 北京,水泥熟料,2018/11/12,http://www.56135.com/huoyuan/I9920865.html
河北承德滦平 , 北京昌平,沙子,2018/11/12,http://www.56135.com/huoyuan/I9920861.html
河南安阳内黄 , 北京通州,无,2018/11/12,http://www.56135.com/huoyuan/I9920856.html
上海 , 北京,水果,2018/11/12,http://www.56135.com/huoyuan/I9920255.html
河北唐山古冶 , 北京大兴,普货,2018/11/12,http://www.56135.com/huoyuan/I9920245.html
河南郑州登封 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9921715.html
江苏无锡 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9920650.html
江苏苏州昆山 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9920632.html
辽宁沈阳 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9921740.html
辽宁大连金州 , 北京大兴,无,2018/11/9,http://www.56135.com/huoyuan/I9921377.html
河北石家庄 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9920572.html
黑龙江哈尔滨双城 , 北京通州,普货,2018/11/12,http://www.56135.com/huoyuan/I9920825.html
河北唐山滦县 , 北京大兴,普货,2018/11/12,http://www.56135.com/huoyuan/I9920242.html
河北唐山滦县 , 北京门头沟,普货,2018/11/12,http://www.56135.com/huoyuan/I9920239.html
河北唐山滦县 , 北京通州,普货,2018/11/12,http://www.56135.com/huoyuan/I9920236.html
河北张家口宣化 , 北京昌平,铁粉,2018/11/12,http://www.56135.com/huoyuan/I9921608.html
河北唐山丰润 , 北京延庆,无,2018/11/9,http://www.56135.com/huoyuan/I9921564.html
河北唐山丰润 , 北京,无,2018/11/9,http://www.56135.com/huoyuan/I9921563.html
广西北海 , 北京,冻品,2018/11/12,http://www.56135.com/huoyuan/I9921060.html
黑龙江哈尔滨双城 , 北京昌平,普货,2018/11/12,http://www.56135.com/huoyuan/I9920988.html
山东济宁 , 北京,重货,2018/11/12,http://www.56135.com/huoyuan/I9920408.html
山东东营 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9920407.html
山东菏泽 , 北京,花生米,2018/11/12,http://www.56135.com/huoyuan/I9920406.html
山东济南 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9920405.html
山东临沂 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9920404.html
山东聊城 , 北京,胶合板,2018/11/12,http://www.56135.com/huoyuan/I9920403.html
山东聊城 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9920402.html
山东济宁 , 北京,石材,2018/11/12,http://www.56135.com/huoyuan/I9920401.html
宁夏石嘴山大武口 , 北京,袋装煤球,2018/11/12,http://www.56135.com/huoyuan/I9920518.html
山东临沂 , 北京,瓷砖,2018/11/12,http://www.56135.com/huoyuan/I9920422.html
山东菏泽 , 北京,膜纸,2018/11/12,http://www.56135.com/huoyuan/I9920421.html
山东临沂 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9920420.html
山东泰安 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9920419.html
山东济宁 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9920418.html
山东日照 , 北京,木方,2018/11/12,http://www.56135.com/huoyuan/I9920417.html
山东临沂 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9920416.html
山东泰安 , 北京,树苗,2018/11/12,http://www.56135.com/huoyuan/I9920415.html
山东潍坊 , 北京,蔬菜,2018/11/12,http://www.56135.com/huoyuan/I9920414.html
山东潍坊 , 北京,蔬菜,2018/11/12,http://www.56135.com/huoyuan/I9920413.html
山东滨州 , 北京,树苗,2018/11/12,http://www.56135.com/huoyuan/I9920412.html
山东济南 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9920411.html
山东济宁 , 北京,树苗,2018/11/12,http://www.56135.com/huoyuan/I9920410.html
山东青岛 , 北京,树苗,2018/11/12,http://www.56135.com/huoyuan/I9920409.html
山东潍坊寿光 , 北京,石脑油,2018/11/12,http://www.56135.com/huoyuan/I9919108.html
河南郑州巩义 , 北京昌平,重货,2018/11/12,http://www.56135.com/huoyuan/I9919072.html
北京 , 北京延庆,无,2018/11/12,http://www.56135.com/huoyuan/I9918880.html
北京 , 北京房山,无,2018/11/12,http://www.56135.com/huoyuan/I9918879.html
上海 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9918827.html
安徽合肥 , 北京,设备,2018/11/12,http://www.56135.com/huoyuan/I9918942.html
黑龙江齐齐哈尔依安 , 北京顺义,饲料,2018/11/12,http://www.56135.com/huoyuan/I9918801.html
重庆 , 北京通州,钢材,2018/11/12,http://www.56135.com/huoyuan/I9919661.html
山东济宁鱼台 , 北京延庆,草制品,2018/11/12,http://www.56135.com/huoyuan/I9920220.html
山西太原 , 北京,重货,2018/11/12,http://www.56135.com/huoyuan/I9919329.html
山东泰安 , 北京,树苗,2018/11/12,http://www.56135.com/huoyuan/I9919675.html
山东淄博 , 北京,蔬菜,2018/11/12,http://www.56135.com/huoyuan/I9919674.html
湖南常德石门 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9918522.html
湖北荆州洪湖 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9918530.html
广西柳州柳城 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9918515.html
上海 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9918501.html
浙江金华 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9918492.html
山东德州 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9919030.html
黑龙江鹤岗萝北 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9919471.html
山东潍坊 , 北京,大葱,2018/11/12,http://www.56135.com/huoyuan/I9919408.html
山东滨州 , 北京,零担,2018/11/12,http://www.56135.com/huoyuan/I9919407.html
山东济宁 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9919406.html
山东济南 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9919405.html
山东潍坊 , 北京,树苗,2018/11/12,http://www.56135.com/huoyuan/I9919404.html
山东潍坊 , 北京,重货,2018/11/12,http://www.56135.com/huoyuan/I9919403.html
山东淄博 , 北京,无,2018/11/12,http://www.56135.com/huoyuan/I9919402.html
山东潍坊 , 北京,树苗,2018/11/12,http://www.56135.com/huoyuan/I9919401.html
山东临沂 , 北京,快递,2018/11/12,http://www.56135.com/huoyuan/I9919400.html
山东济宁 , 北京,普货,2018/11/12,http://www.56135.com/huoyuan/I9919399.html
山东德州 , 北京,冻品,2018/11/12,http://www.56135.com/huoyuan/I9919398.html
