公司名称,岗位,所属岗位,薪资,平均薪资（千/月）,地址,所属城区,经度,纬度
天津市远东科谷技术发展有限公司,库管,仓库管理员,3-4.5千/月,3.75,白堤路238号天津市医学科学院放射医学研究所,南开区,39.112926,117.162184
爱姆卡（天津）工业五金有限公司,仓库管理员,仓库管理员,3-6千/月,4.5,武清逸仙科技园区亨通路3号,武清区,39.401649,117.063101
贝因美婴童食品股份有限公司,仓储物流类（天津）,仓库管理员,2-6千/月,4,天津,河北区,39.093669,117.20952
常州星宇车灯股份有限公司,仓储管理（天津）,仓库管理员,,,0,河北区,,
东葛树脂（天津）有限公司,仓库管理员,仓库管理员,2-3千/月,2.5,#N/A,#N/A,39.092515,117.109884
天津金麦籽食品有限公司,仓库管理员,仓库管理员,3-4千/月,3.5,中北工业园区北园三星路36号,西青区,,
航大联合航空设备有限公司,仓库管理员,仓库管理员,3-4千/月,3.5,华明工业区,东丽区,39.17038,117.312506
天津阿克苏诺贝尔过氧化物有限公司,运输计划,仓库管理员,10-15万/年,10.4,天津市北辰区外环线24.5公里处西侧,北辰区,,
天津博朗科技发展有限公司,库管员,仓库管理员,2-3千/月,2.5,天津华苑产业区海泰绿色产业基地D座-401室,西青区,39.080039,117.084321
博奥赛斯（天津）生物科技有限公司,仓库管理员,仓库管理员,2-3千/月,2.5,天津市东丽开发区国际医疗器械产业园14号楼,东丽区,39.068963,117.377871
天津乐牙电子商务有限公司,仓库管理员（应届生优先）(职位编号：010),仓库管理员,3.5-6千/月,4.75,天津东丽开发区三纬路108号,东丽区,39.079427,117.347519
天津驹马物流有限公司,现场运营调度,调度员,4.5-6千/月,5.25,陆路港物流装备产业园中储物流园京东仓库,北辰区,,
天津明特科技开发有限公司,库管,仓库管理员,3-4.5千/月,3.75,天津静海天宇科技园,静海县,38.908211,116.997773
北京顶通物流有限公司,理货员,仓库理货员,3.5-5千/月,4.25,天津武清区东马圈镇产业园区（紧邻廊坊）,武清区,,
嘉里大通物流有限公司天津分公司,仓库理货员,仓库理货员,2-3千/月,2.5,卫国道204号高等教育出版社院内,东丽区,,
天津中电华利电器科技集团有限公司,仓库主管,仓库主管,4.5-6千/月,5.25,天津市东丽区华明高新区弘泰道20号,东丽区,39.178099,117.394436
江苏康众汽配有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,下朱庄中农物流刚才市场东北,武清区,39.326249,117.111005
天津市精科国际贸易有限公司,质检仓库主管,仓库主管,3-4.5千/月,3.75,郁江道三源振河科技园,河西区,39.081381,117.250241
天津多邦物流有限公司,物流现场调度员,调度员,4.5-6千/月,5.25,中北镇附近,西青区,39.131998,117.098359
天津固得机电设备销售有限公司,库房主管,仓库主管,3-4.5千/月,3.75,星光路28号,西青区,39.144025,117.077998
天津帝维亚包装科技有限公司,仓库管理文员,仓储管理文员,3-4.5千/月,3.75,屈店工业区,北辰区,39.247254,117.090677
北京外企德科人力资源服务上海有限公司,仓库管理员-摩拜单车,仓库管理员,5-6千/月,5.5,天津市东丽区跃进路1199号（男河庄地铁站附近）,东丽区,,
吴江瑞达货运有限公司,车辆调度员,调度员,6-8千/月,7,辛口镇天津传话公路港,西青区,39.102025,116.97059
天津中冷远东制冷科技有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,静海经济技术开发区（北区）三号路,西青区,39.002042,117.041939
天津福尔欣汽车线缆有限公司,库工,仓库管理员,3-4.5千/月,3.75,赛达科技园天源道9号,西青区,38.9082,117.285857
天津宇创屹鑫科技有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,学府西路1号慧谷工业园东区D11号厂房A座101,西青区,,
欧文托普（中国）暖通空调系统技术有限公司,仓库管理员,仓库管理员,2.5-3.5千/月,3,天津市武清区,武清区,39.457043,117.034578
天津市海德瀚汽配有限公司,库工,仓库管理员,3-4.5千/月,3.75,东丽区朱庄子,东丽区,39.15561,117.339401
球明汽车零部件（天津）有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津市静海经济开发区北区七号路8号,静海县,38.93821,116.968401
天津盛日洁净制品有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,经济开发区集美工业园16B,西青区,38.983147,117.254125
沈阳元壹供应链管理股份有限公司,物流现场调度,调度员,3-4.5千/月,3.75,天津市东丽区空港经济区,东丽区,39.163774,117.341452
天津市益斯达燃气设备有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,#N/A,#N/A,39.48844,117.022805
天津市金盛威建设工程集团有限公司,仓库管理员（工作地点：静海）,仓库管理员,3-4.5千/月,3.75,杨成庄乡乡政府对过,静海县,38.950427,117.056406
车又福新材料科技发展（广州）有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津经济技术开发区相安路29号,滨海新区,39.053274,117.710015
能硕热技术（天津）有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,张家窝镇丰泽道9号二区,西青区,39.084229,117.0441
天津奥尔森物流有限公司,调度经理—工作地点大港,仓储经理,0.8-1.2万/月,10,天津市大港区大港炼油厂北侧200米,滨海新区,38.729991,117.510517
天津嘉超汽车用品销售有限公司,配件库管,仓库管理员,3-4.5千/月,3.75,天津市滨海新区开发区,河北区,39.038857,117.687681
天津市汇点机电设备开发有限公司,仓库管理员,仓库管理员,4.5-6千/月,5.25,北辰区小淀工业园区,北辰区,39.281194,117.230549
天津禹帆物流有限公司,仓储班长,仓库管理员,3-4.5千/月,3.75,天津市一汽大众产业园区,宁河县,39.092188,117.130356
天津市津冠润滑脂有限公司,库管,仓库管理员,3-4.5千/月,3.75,天津市河东区十一经路河东金融大厦1304,河东区,39.128743,117.23244
天津市粹品汇食品销售有限公司,仓储物流主管,仓库主管,4-8千/月,6,密云路一商茶中心,南开区,39.144326,117.128042
天津山海关豆制品有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,泰兴路3号,河北区,39.086433,116.969432
深圳华特容器股份有限公司天津分公司,发货员,仓库管理员,4.5-6.5千/月,5.5,武清汽车产业园武宁路（梅厂段）749号（忠旺铝业对面）,武清区,,
传化物流集团有限公司（陆鲸科技）,区域调度专员(职位编号：Transfar003507),调度员,4-8千/月,6,钱江世纪城传化大厦,河北区,30.246457,120.247109
天津亚泰环保设备有限公司,仓库管理员,仓库管理员,3.5-5千/月,4.25,滨港高新铸造产业园三大道1号,河北区,,
天津惠视科技发展有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津滨海高新区华苑产业区（环外）海泰发展五道1号B-2号楼2-802,西青区,39.082932,117.09846
上海提浜克企业管理有限公司,仓库管理担当-日企-物流-天津市河西区,仓库管理员,4.5-6千/月,5.25,津港公路,津南区,38.834445,117.442241
天津红日药业股份有限公司（红日制药）,中药库管员(J11614),仓库管理员,3-4.5千/月,3.75,武清开发区泉发路20号,武清区,39.406887,117.0571
天津顶通物流有限公司,仓库理货员,仓库理货员,3.5-5千/月,4.25,陆路港装备产业园三经路5号 嘉民物流园1号库第三、四单元,东丽区,39.254387,117.330644
天津东华医疗系统有限公司,仓库管理员,仓库管理员,3-5千/月,4,天津市南开区芥园西道378号,西青区,39.147137,117.125539
天津红日药业股份有限公司（销售公司）,库管员(J11239),仓库管理员,4.5-6千/月,5.25,天津市,河北区,39.090908,117.205914
天津一鸣企业管理服务有限公司,仓库管理员,仓库管理员,4.5-6千/月,5.25,天津汉沽开发区现代产业园香山路18号,滨海新区,39.219545,117.81336
天津市华天世纪机械有限公司,仓库管理员,仓库管理员,3-5千/月,4,中北工业园北园阜盛道30号,西青区,39.14983,117.071793
罗升企业,仓库管理员,仓库管理员,3.5-5千/月,4.25,空港经济区西十道三号,东丽区,39.1327,117.411081
天津市安跃科技发展有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津市滨海高新区华苑产业区（环外）海泰发展二路12号,西青区,39.091599,117.103459
丹娜（天津）生物科技有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,滨海新区中新生态城科技园,滨海新区,39.118682,117.757647
天津市圣赛博科技有限公司,库管员,仓库管理员,3-4.5千/月,3.75,河东区津塘路一号桥119号,河东区,39.101816,117.289661
天津银宝山新科技有限公司,刀具库管理员,仓库管理员,4.5-6千/月,5.25,天津经济技术开发区第十三大街46号,滨海新区,39.087353,117.720821
天津创世源商贸有限公司,仓库管理员 库管,仓库管理员,3-4.5千/月,3.75,大张庄镇津榆公路（国枢物流）,北辰区,,
天津鲁通金属材料销售有限公司,仓库搬运配货（包食宿）,仓库管理员,4.5-5.5千/月,5,天津市 西青区 大明道 匡世源市场二期D区,西青区,39.172103,117.115889
金莹铸造材料（天津）有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,陈咀镇兴旺道14号,武清区,39.298559,116.981186
北京长久物流股份有限公司,调度回单员,调度员,4.5-6千/月,5.25,港北辛庄武清外环聚宝物流中心,武清区,39.522126,117.161357
天津源源家科技有限公司,淘宝店铺 仓库管理员 打包发货,仓库管理员,3-3.5千/月,3.25,天津市西青区李七庄街凌奥创意园一期1号楼409,南开区,,
天津市视泰商贸有限公司,仓库管理员,仓库管理员,3-6千/月,4.5,天津市西青区密云一支路与福姜路交口闽延里23号,西青区,39.127168,117.11333
天津功道汽车科技咨询有限公司,仓库员,仓库管理员,2-4千/月,3,天津津南区葛沽镇滨海盛世汽车园内,津南区,38.988063,117.4898
天津航源捷自动化科技有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,天津市华苑产业区（环外）海泰发展五道海泰创新基地B2-1-201,西青区,39.086646,117.101503
天津市恒锦达商贸有限公司,库管,仓库管理员,2-3千/月,2.5,大邱庄镇胡连庄工业园,静海县,38.79275,117.209084
天津莎莎智城餐饮有限公司,仓储物流主管,仓库主管,4-6千/月,5,腾达园内兴华十支路20号C座,西青区,39.033396,117.20874
天津昌鑫货运代理有限公司,运输调度/车队调度,调度员,3-5千/月,4,滨海新区航运一道合生君景湾1-2101室,滨海新区,39.033138,117.743616
天津市兆阳国际货运代理有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,华明镇,东丽区,39.1689,117.39232
天津亨通科技发展有限公司,库管采购(职位编号：001),仓库管理员,3.8-4.5千/月,4.15,海泰绿色产业基地二期K2-10-302,西青区,39.085487,117.098709
卖好车,仓储区域经理,仓储经理,0.8-1.5万/月,11.5,天津市塘沽保税区开利大厦,滨海新区,39.010565,117.76246
天津皓硕金属制品有限公司,仓库主管,仓库主管,4.5-6千/月,5.25,天津市静海区陈官屯镇陈大路18号,静海县,38.823819,117.075735
天津聚百川化工有限公司,调度员,调度员,3-4.5千/月,3.75,天津市塘沽区MSD,滨海新区,39.029482,117.712651
俏江南,仓库管理员,仓库管理员,3-4.5千/月,3.75,友谊北路1号,河西区,39.113838,117.211668
天津海益达科技有限公司,仓库管理员,仓库管理员,3.5-4.5千/月,4,密云二支路6号（原密云路羽毛球馆）,南开区,39.136893,117.128008
天津元象国际贸易有限公司,仓储物流专员/仓库管理员,仓库管理员,3-5千/月,4,开发区第七大街渤海路48号1号库,滨海新区,39.097212,117.550407
